white_id,white_rating,black_id,black_rating,elo_diff,winner,victory_status,turns,moves
ch7130156,1359,releasethebats,2156,-797,black,resign,76,d4 d5 Bf4 Nf6 c3 e6 f3 Bd6 Qd2 c5 Nh3 cxd4 Qxd4 Nc6 Qd2 e5 Bg5 Be6 e3 Qe7 Bb5 O-O Bd3 Rad8 Qe2 h6 Bxf6 Qxf6 Bc2 Bxh3 gxh3 d4 Qd3 g6 c4 dxe3 Qxe3 Nd4 Na3 Bxa3 O-O-O Nxc2 Kxc2 Qf5+ Rd3 Rxd3 Qxd3 Qxd3+ Kxd3 Bc5 Re1 Bd4 b4 g5 a4 f5 c5 Kf7 b5 Bxc5 Rxe5 Bd6 Rxf5+ Ke6 Rxf8 Bxf8 Kc4 Bd6 Kd4 Bxh2 Kc5 Bc7 Kb4 Kd5 a5 Kd4
morinerine,864,jeepitou,1651,-787,white,resign,60,e4 e5 Nf3 Nf6 Nxe5 Nxe4 Qe2 d5 d3 Nc6 dxe4 dxe4 Qxe4 Bb4+ Bd2 Bxd2+ Nxd2 Nxe5 Qxe5+ Be6 Qb5+ Qd7 c4 O-O Qxd7 Bxd7 Rd1 Bg4 f3 Rfe8+ Ne4 f5 fxg4 Rxe4+ Be2 fxg4 h3 Rae8 Rd2 Rxc4 Kd1 g3 Bxc4+ Kh8 Rd3 Re4 Bf7 g6 h4 Kg7 Bd5 Re5 Kd2 Kf6 Rf1+ Ke7 Re1 Rxe1 Kxe1 Kd6
vagelis,1418,first-time-1,2203,-785,black,mate,48,d4 d5 Nf3 Nf6 e3 g6 Be2 Bg7 b3 O-O Bb2 Bf5 Nbd2 Nc6 a3 Ne4 O-O Nxd2 Qxd2 e6 Ne5 Nxe5 dxe5 Qg5 Qb4 Be4 g3 b6 f4 Qh6 c4 c5 Qb5 Rfd8 cxd5 Qh3 Bf3 Bxf3 Rxf3 Rxd5 Qc6 Rad8 Qb7 Rd1+ Rxd1 Rxd1+ Kf2 Qxh2#
piley159,1232,xmen123,2017,-785,black,mate,62,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Qh4 Qd3 Bc5 Be3 Nf6 Nxc6 Bxe3 Qxe3 dxc6 Nc3 O-O Qg3 Qh5 Qxc7 Bg4 f3 Bxf3 gxf3 Qxf3 Rg1 Qe3+ Kd1 Rad8+ Nd5 Nxd5 exd5 Rxd5+ Bd3 Qxg1+ Kd2 Qxa1 Qxb7 Re8 Kc3 Qe1+ Kb3 Qe6 Kc3 Rc5+ Kb4 Qd6 Ka4 Rb8 Qa6 Qd4+ c4 Qxb2 Qb5 cxb5+ cxb5 Rc3 Bxh7+ Kxh7 b6 Ra3#
marigw,985,ayman78,1768,-783,black,mate,52,d4 d5 c3 Nf6 b4 h6 Na3 g6 e3 Bg7 Bd3 O-O f4 Ne4 Bxe4 dxe4 Nh3 c6 g3 Bxh3 g4 Qd7 g5 Bg4 gxh6 Bxd1 Kxd1 Bxh6 h4 Qg4+ Kc2 Qg2+ Kb3 Qxh1 Bb2 Qf3 d5 cxd5 Nb5 Na6 Nd4 Qxe3 Nc2 Qd3 h5 Qc4+ Ka3 Nxb4 Ka4 Nxc2+ Ka5 b6#
kenyabourgeois,1268,raman1,2051,-783,black,resign,58,e3 d5 Qe2 Nf6 g3 Bg4 f3 Bh5 Bg2 Nc6 Nh3 e5 O-O Bd6 Ng5 h6 Nxf7 Bxf7 b3 Qe7 Bb2 O-O-O a3 Kb8 b4 g5 b5 Na5 Bc3 Nc4 d3 Nb6 a4 d4 Bd2 dxe3 Bxe3 Rhe8 a5 Nc8 b6 Bc5 bxa7+ Kxa7 Kh1 Bxe3 Qxe3+ c5 Nc3 Nd5 Nb5+ Ka6 Qd2 Nb4 Nc3 c4 dxc4 Rxd2
elcortez,1273,gqueen,2054,-781,black,resign,58,e4 e6 e5 d5 d4 c5 Be3 Nc6 c3 Nge7 Bb5 Bd7 Ne2 Nf5 Bf4 Be7 g4 Nh4 Nd2 cxd4 cxd4 Qb6 Bxc6 Bxc6 b3 Bb4 a3 Nf3+ Kf1 Bxd2 Bxd2 Nxd4 Nxd4 Qxd4 Rc1 Bb5+ Kg1 Qxe5 a4 Bd3 Bc3 Qe2 Qxe2 Bxe2 Bxg7 Rg8 Be5 Bf3 Rc7 Rxg4+ Kf1 Bxh1 Rxb7 d4 Rb4 Rd8 Ke2 Re4+
spikyturtle,1373,zuzino,2148,-775,black,resign,31,e4 c5 Nf3 e6 g3 a6 Bg2 Nc6 b3 b5 Bb2 Bb7 d3 Nf6 O-O Be7 Nbd2 O-O c4 d5 cxd5 exd5 exd5 Nxd5 Ne4 h6 d4 c4 Nfd2 cxb3 Nxb3
dsom,886,dwalin,1659,-773,black,mate,48,e4 e5 d4 exd4 Nf3 c5 Bc4 Nc6 O-O h6 Nbd2 g5 b3 g4 Ne1 h5 Ba3 Bd6 g3 Nh6 Ng2 Qa5 Nf4 Bxf4 gxf4 Qxa3 Nb1 Qa5 f3 b5 Bd5 Qc7 fxg4 Rg8 Na3 Rxg4+ Kf2 Qxf4+ Qf3 Qd2+ Qe2 Rf4+ Kg3 h4+ Kg2 Qxe2+ Kh3 Qg4#
vevochi,880,spiteknight,1651,-771,black,mate,54,e4 c5 Bc4 d6 d3 Nf6 Nf3 a6 O-O b5 Bxf7+ Kxf7 Nc3 Bb7 Bf4 e5 Bg5 Be7 Qd2 b4 Ne2 Rf8 Rad1 Kg8 c3 bxc3 bxc3 Nbd7 d4 Nxe4 Qd3 Nxg5 Nxg5 Bxg5 dxe5 Nxe5 Qc2 Bh6 Qb2 Rb8 f4 Bxg2 Rf2 Rxb2 fxe5 Rxf2 Kxf2 Qf8+ Kxg2 Rxe2+ Kg3 Qf4+ Kh3 Rxh2#
rsava,1471,moistvonlipwig,2239,-768,black,resign,58,e4 e5 Nf3 Nc6 d4 exd4 Bc4 Bc5 c3 Nf6 e5 d5 exf6 dxc4 fxg7 Rg8 cxd4 Nxd4 Nxd4 Qxd4 Qxd4 Bxd4 O-O Be6 Rd1 O-O-O Nc3 Bxg7 Rxd8+ Rxd8 Bg5 Rd3 Rd1 Bxc3 Rxd3 cxd3 bxc3 Bxa2 Bd2 Bc4 f4 a5 Kf2 a4 Ke3 a3 Bc1 a2 Bb2 Kd7 g4 Ke6 f5+ Kf6 Kd2 Kg5 h3 Kh4
connor1,1148,gijoel749,1916,-768,black,mate,68,e4 c5 Nc3 d6 Bb5+ Bd7 Bxd7+ Nxd7 Nf3 Ngf6 O-O g6 d4 cxd4 Nxd4 Bg7 Re1 O-O e5 Nxe5 Bf4 Nc4 Rb1 Nd7 b3 Ncb6 Qf3 Nc5 b4 Ne6 Nxe6 fxe6 Rxe6 Nd5 Nxd5 Qd7 Rxe7 Qf5 Rxb7 Be5 g3 g5 g4 Qxc2 Bxe5 Rxf3 Nf6+ Rxf6 Bxf6 Qxb1+ Kg2 Qe4+ Kf1 Qxb7 Bxg5 Qb5+ Kg2 Qxg5 Kh3 Rf8 Kg3 Qf4+ Kh4 Kh8 Kh5 Rg8 Kh4 Qxg4#
rsava,1471,moistvonlipwig,2239,-768,black,resign,58,e4 e5 Nf3 Nc6 d4 exd4 Bc4 Bc5 c3 Nf6 e5 d5 exf6 dxc4 fxg7 Rg8 cxd4 Nxd4 Nxd4 Qxd4 Qxd4 Bxd4 O-O Be6 Rd1 O-O-O Nc3 Bxg7 Rxd8+ Rxd8 Bg5 Rd3 Rd1 Bxc3 Rxd3 cxd3 bxc3 Bxa2 Bd2 Bc4 f4 a5 Kf2 a4 Ke3 a3 Bc1 a2 Bb2 Kd7 g4 Ke6 f5+ Kf6 Kd2 Kg5 h3 Kh4
bjarne27,1147,jakob2000,1913,-766,black,resign,24,e4 e5 Nf3 Nc6 Nc3 Nf6 Bc4 Bc5 Ng5 O-O d3 a6 h3 b5 Nxf7 Rxf7 Bxf7+ Kxf7 Qe2 Nd4 Qe3 Nxc2+ Kd2 Nxe3
crazyscientist1,1015,checkmate3141,1779,-764,black,resign,31,e4 d5 exd5 Qxd5 Nc3 Qd8 d4 Nf6 Bc4 a6 Nf3 b5 Bb3 c5 a3 c4 Ba2 Bb7 a4 Qb6 Be3 Nd5 Nxd5 Bxd5 Bb1 b4 c3 bxc3 bxc3 Qb2 Ne5
crazyscientist1,1015,checkmate3141,1779,-764,black,resign,54,d4 d5 c4 dxc4 e4 b5 a4 c6 e5 e6 Be2 Bb7 axb5 cxb5 Bf3 Bxf3 Qxf3 Qd5 Qxd5 exd5 Nc3 Ne7 Nxb5 Kd7 Rxa7+ Rxa7 Nxa7 Nec6 Nxc6 Nxc6 Nf3 Bb4+ Bd2 h6 Bxb4 Nxb4 Kd2 Nd3 Ke3 Rb8 Ne1 Nxb2 Nc2 Ke6 Rb1 Rb3+ Kd2 Rd3+ Ke2 Na4 Ne3 Nc3+ Kf3 Nxb1
zilic1,1500,chessninja6,2263,-763,white,resign,57,c4 c5 Nc3 Nc6 g3 d6 Bg2 g6 Nf3 Bg7 O-O e6 e3 Nge7 d4 cxd4 exd4 O-O d5 Ne5 Qe2 exd5 cxd5 Bf5 Nxe5 dxe5 Rd1 Nc8 d6 Qd7 Be3 Be6 Rac1 f5 Nd5 Kh8 Nc7 Rb8 Nxe6 Qxe6 d7 Nb6 Rc7 f4 Bxf4 Rbd8 Rxb7 Qf6 Be3 Qe6 Qa6 e4 Rxa7 Rb8 Rb7 Rxb7 Qxb7
zilic1,1500,chessninja6,2263,-763,white,resign,79,Nf3 c5 c4 g6 Nc3 Bg7 e3 Nc6 d4 cxd4 exd4 d6 Be2 e6 O-O Nge7 d5 Ne5 Nd4 Nf5 Nxf5 exf5 Be3 O-O Bd4 a6 h3 f4 f3 h5 Re1 Bf5 Bf1 Rc8 b3 g5 Ne4 g4 fxg4 hxg4 Bxe5 dxe5 hxg4 Bg6 Bd3 f5 gxf5 Bxf5 Qh5 Qe8 Qxe8 Rcxe8 Rad1 Bg4 Rd2 Bh6 Rf2 Re7 d6 Rg7 c5 Bd7 Bc4+ Kh8 Bd5 Bf5 Rf3 Bg4 Rd3 f3 g3 Bh5 Kf2 Rc8 b4 a5 Rh1 Rg5 Nxg5
jayaram,1142,undodo,1900,-758,black,mate,52,e4 c5 d3 Nc6 Nc3 e6 Nf3 a6 a3 d6 Qd2 Be7 Qf4 Nf6 Qg5 g6 Be2 Nxe4 dxe4 Bxg5 Bxg5 f6 Bd2 O-O Bh6 Re8 Bc4 b5 Be2 Nd4 Nxd4 cxd4 Nd1 Bb7 f3 f5 exf5 Qh4+ g3 Qxh6 g4 exf5 Nf2 Qh4 gxf5 Bxf3 Rg1 Rxe2+ Kd1 Qxf2 fxg6 Qxg1#
lorenzo_fkl,1384,danny77,2139,-755,black,mate,48,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 Nc3 b5 Bb3 Bc5 d3 d6 Be3 Bd4 Bxd4 exd4 Nd5 O-O Nxf6+ Qxf6 Qd2 a5 Bd5 Ra6 Qe2 Nb4 e5 dxe5 Kd2 Nxd5 Qxe5 Qxe5 Nxe5 Re6 Rhe1 Rfe8 f4 Nxf4 Nc4 bxc4 Re4 Rxe4 Kc1 Re1+ Kd2 R8e2#
smartguy101,1068,brasi,1822,-754,black,mate,40,d4 Nf6 e3 g6 Nc3 Bg7 Nf3 O-O Bd2 d6 Qe2 Nbd7 O-O-O e5 dxe5 dxe5 g4 Nxg4 h3 Ngf6 Rg1 a5 b3 e4 Nh4 c6 a3 b5 b4 axb4 axb4 Ra1+ Nb1 Nd5 Rg5 Qxg5 Bg2 Ra2 Bxe4 Bb2#
chees29,1155,ajps17,1907,-752,black,mate,36,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O b5 Bb3 Be7 Re1 d6 d4 exd4 Nxd4 Nxd4 Qxd4 O-O Qc4 bxc4 Bxc4 Be6 Bxe6 fxe6 e5 Nd5 exd6 Bxd6 Rxe6 Qh4 h3 Qxf2+ Kh1 Qf1#
solidchess_hehe,1562,lzchips,2314,-752,black,resign,38,b3 Nf6 Bb2 d6 d3 e5 Nd2 g6 g3 Bg7 Bg2 c6 Ngf3 O-O O-O Bg4 h3 Bd7 c4 Re8 e4 Na6 Re1 Nc5 Nf1 a5 Ne3 Qc8 Kh2 Nh5 d4 Nxe4 dxe5 Nxf2 Qxd6 Bxh3 e6 Rxe6
burks,1016,albertocdj,1766,-750,black,mate,54,Nf3 d5 d4 Nc6 Nc3 e6 Bg5 Be7 Bxe7 Ngxe7 Qd3 Nf5 a4 Bd7 Ne5 Nb4 Nxd7 Nxd3+ exd3 Qxd7 Nb5 c6 Nc3 Nxd4 Rc1 O-O-O Ne2 Nxe2 Bxe2 f5 Bh5 g6 Bf3 h5 c4 dxc4 Rd1 cxd3 Rd2 e5 Bd1 e4 Bb3 g5 g3 g4 h4 Qd4 Bc2 Qxb2 Rd1 Qxc2 Ra1 Qe2#
kellyclarkson,1359,lbzmosh,2109,-750,black,mate,44,e4 c6 f3 e5 Bc4 d5 exd5 cxd5 Bb5+ Nc6 c4 dxc4 Bxc4 Qh4+ g3 Qxc4 Qe2 Qxc1+ Qd1 Qxb2 Qe2 Qxa1 Qd1 Bf5 Qe2 Qxb1+ Qd1 Qxa2 Qe2 Bc5 Qd1 O-O-O d4 Bxd4 Qxd4 exd4 g4 Re8+ Kf1 Bd3+ Ne2 Qxe2+ Kg1 Qf1#
element4life,1214,jovica26,1964,-750,black,resign,12,e4 e5 Nf3 d6 d3 Be7 Bg5 Bxg5 Nxg5 Qxg5 Nc3 Be6
tacticalwizard1,1876,lance5500,2621,-745,white,resign,97,d4 Nf6 c4 g6 Nc3 Bg7 e4 O-O Bd3 c5 d5 e6 Nge2 exd5 exd5 d6 Bg5 h6 Bh4 g5 Bg3 Nh5 O-O Nd7 Rc1 Ne5 Bxe5 Bxe5 Ng3 Ng7 Qc2 f5 Rfe1 h5 Nce2 h4 Nf1 g4 Nc3 Bd7 Re2 a6 a4 Qf6 Nd1 f4 Rd2 f3 g3 hxg3 fxg3 Rae8 Nf2 Bd4 Kh1 Re5 Ne4 Qe7 Nf2 Rf6 Rdd1 Rh6 Qd2 Qf6 Ne4 Qe7 Qxh6 Rxe4 Bxe4 Qxe4 Re1 Qd3 Qd2 Qxd2 Nxd2 Bxa4 b3 Be8 Re4 Bh5 b4 Kf7 Nb3 Nf5 Rf4 Kg6 bxc5 dxc5 Re1 Kg5 Nxd4 Nxd4 d6 Nc6 d7 Bg6 Re8
lkasperbauer,1072,chessdroid,1815,-743,black,resign,24,e3 d5 d4 Nf6 f3 e6 e4 dxe4 fxe4 Nxe4 Bd3 Nf6 Bc4 Nc6 Bg5 Be7 d5 exd5 Bxd5 Nxd5 Bxe7 Qxe7+ Ne2 Ne3
maks31,1430,cuerosky,2173,-743,white,resign,3,e4 e5 Nf3
snaek161616,1164,caernarfon,1901,-737,black,resign,52,e4 e5 Nf3 Nc6 Bb5 Nf6 Nc3 Bc5 O-O O-O d3 a6 Ba4 b5 Bb3 Na5 Bd5 c6 Bb3 Bb7 Bg5 Re8 Qd2 Nxb3 axb3 d5 b4 Bxb4 Rfe1 d4 Rab1 h6 Bh4 dxc3 bxc3 Ba5 h3 Qd6 Qe3 Bxc3 Re2 c5 Bg3 Rac8 Rd1 c4 Kh1 Nxe4 Kh2 Nxg3 fxg3 e4
fil88,926,lbringer,1663,-737,black,resign,26,e4 c5 Bc4 Nf6 Qe2 Nc6 Bb3 e6 Nf3 Be7 O-O O-O d4 cxd4 Bg5 Rb8 Bxf6 Bxf6 Rd1 b5 Nxd4 Nxd4 Rxd4 Bxd4 Qc4 bxc4
marigw,996,juncinmestrella,1732,-736,black,mate,74,d4 c6 c3 d5 b4 Nf6 a4 e6 a5 Be7 Na3 h6 f4 Nbd7 g4 Nxg4 Nf3 Bh4+ Nxh4 Qxh4+ Kd2 Nf2 Qe1 Ne4+ Kd1 Qxe1+ Kxe1 Nxc3 Bb2 Na4 Bc1 Nf6 b5 Nc3 bxc6 bxc6 a6 Bxa6 Nc2 Bb5 Ra3 Nce4 Bg2 O-O Bh3 Rfc8 Nb4 c5 Na6 cxd4 Nc5 Rxc5 Rd3 Rxc1+ Rd1 Rxd1+ Kxd1 Nf2+ Ke1 Nxh1 Kf1 Rc8 Kg1 Rc1+ Kg2 Bxe2 Bg4 Nxg4 Kh3 Nhf2+ Kg2 Bf1+ Kf3 Rc3#
stitch_13,1212,talisman159,1946,-734,black,resign,102,d3 e5 c3 d5 Bd2 Bd6 b3 Be6 a3 f6 Nf3 Ne7 Bc1 Qd7 Nbd2 c6 d4 e4 Nxe4 dxe4 Nd2 f5 Nc4 Bxc4 bxc4 Bc7 Be3 Qe6 Qa4 b6 d5 Qd7 Bg5 c5 Qxd7+ Nxd7 Bxe7 Kxe7 Rd1 Be5 d6+ Ke6 e3 Bxc3+ Ke2 Rhd8 g3 Ne5 Bh3 g6 Rc1 Bb2 Rb1 Bxa3 Rhd1 Rxd6 Rxd6+ Kxd6 Ra1 Bb4 Ra4 a5 Ra2 Rd8 Ra1 Nxc4 Rd1+ Kc7 Rc1 Rd2+ Kf1 Ne5 Kg2 Nd3 Rc4 Nxf2 g4 Nxg4+ Kg3 Nxe3 Rc1 Nd5 Bf1 a4 Ba6 a3 Bc4 Kd6 Bxd5 Kxd5 Ra1 a2 Rxa2 Rxa2 Kf4 Rxh2 Kg5 Bd2+ Kf6 b5 Kg7 b4
yarangu97,1439,smilsydov,2172,-733,black,mate,44,d3 Nf6 f3 e5 Nc3 Nc6 Bg5 Bb4 Qd2 h6 Bxf6 Qxf6 g3 O-O O-O-O d6 e4 Be6 a3 Ba5 Bg2 Nd4 b4 Bb6 Nge2 Nxf3 Bxf3 Qxf3 Rdf1 Qg2 Kb2 a5 Nd1 axb4 Ne3 Bd4+ Kb1 Rxa3 Nxd4 Qxd2 Nxe6 Qc3 Kc1 Ra1#
nknyazev,1148,blaz58,1880,-732,black,mate,72,d4 Nf6 Nf3 d6 Bf4 e6 Nc3 c6 e4 Be7 e5 dxe5 Bxe5 Nbd7 Bxf6 Nxf6 Ne5 O-O Bc4 Nd5 Nxd5 cxd5 Bb5 Qa5+ Qd2 Qxb5 Qd3 Qxb2 O-O Qb6 Rab1 Qc7 Qg3 Qd8 Nd3 Bf6 Ne5 Bxe5 Qxe5 f6 Qe1 Qe7 Qb4 Qxb4 Rxb4 b6 c3 Ba6 Ra4 Bxf1 Kxf1 a6 c4 b5 cxb5 axb5 Rb4 Rxa2 Rxb5 Rc8 Rb1 Rcc2 f3 Rxg2 h3 Rh2 Rb8+ Kf7 Rb7+ Kg6 Rb3 Rh1#
salosalo1,1070,henriquebrasil,1802,-732,black,mate,36,e4 b6 Qf3 e6 Bc4 Bb7 Nh3 Nf6 Nf4 Bxe4 Qe3 Bb7 O-O Be7 h3 O-O d4 d5 Nc3 dxc4 Nb5 a6 Qc3 axb5 Be3 Nd5 Rad1 Nxc3 bxc3 Rxa2 Nxe6 fxe6 Bf4 Qd5 Rde1 Qxg2#
kylecuver1,983,lanas2007,1714,-731,black,resign,65,e4 e5 Nf3 Nc6 d3 Nf6 Nc3 Be7 d4 exd4 Nxd4 d6 Bb5 Bd7 Nd5 Nxd5 exd5 Ne5 Bxd7+ Nxd7 c4 O-O Bf4 Bf6 O-O Re8 f3 Nb6 Re1 Rxe1+ Qxe1 Bxd4+ Kh1 Bxb2 Rb1 Bf6 Rc1 g5 Be3 Nd7 Qg3 h6 f4 Kh7 fxg5 Bxg5 Bxg5 Qxg5 Qxg5 hxg5 g4 Re8 Rf1 Kg6 Kg2 Re2+ Kg3 Ne5 Rf5 Rxa2 h4 Ra3+ Kf2 gxh4 Rxe5
toshiro2016,1321,raman1,2051,-730,black,mate,66,d4 Nf6 Nf3 e6 b3 d5 Bb2 Bb4+ Nc3 Bd7 Ne5 Ne4 Qd3 a6 a3 Bxc3+ Bxc3 Bb5 Qe3 Nxc3 Qxc3 Nd7 Nxd7 Bxd7 e3 O-O Qb2 b5 c3 Qe7 Bd3 e5 Bb1 e4 Qc2 f5 c4 c6 cxd5 cxd5 a4 Qb4+ Kd1 Rac8 Qb2 bxa4 Bc2 Rc3 Rxa4 Bxa4 Kc1 Bxb3 Kd2 Rxc2+ Kd1 Rxb2+ Kc1 Rc8+ Kxb2 Rc2+ Kb1 Qd2 Ka1 Ra2+ Kb1 Qc2#
karsh,1297,gritodeguerra,2027,-730,black,resign,39,e4 d5 exd5 Nf6 Nc3 Nxd5 Nxd5 Qxd5 d3 e5 Nf3 Bg4 h3 Bxf3 Qxf3 Qxf3 gxf3 Nc6 f4 Bd6 Be3 exf4 Bd2 O-O-O O-O-O Nd4 Rg1 g6 Bc3 c5 Ba5 b6 Bc3 Rhe8 Rg4 f5 Rg5 Be7 Rg1
solidchess_hehe,1562,lzchips,2291,-729,black,resign,52,b3 Nf6 Bb2 d5 d4 Bf5 Nd2 e6 Ngf3 h5 c4 h4 Ne5 Nbd7 f3 Bb4 a3 Bxd2+ Qxd2 Nxe5 dxe5 Nh5 cxd5 exd5 Qb4 b6 Rd1 c5 Qd2 Be6 e4 d4 Bb5+ Kf8 Qc2 Rc8 Bc4 Qg5 Bxe6 fxe6 f4 Nxf4 Bc1 Nxg2+ Kf2 Ne3 Bxe3 Qxe3+ Kf1 Ke7 Qg2 Rcf8+
solidchess_hehe,1562,lzchips,2291,-729,black,resign,62,b3 e5 Bb2 d6 d3 Nc6 Nd2 Nf6 Ngf3 Be7 g3 O-O Bg2 h6 O-O Nh7 e4 Be6 a3 Qd7 c4 Bh3 Re1 a5 Nf1 Bg4 Ne3 Bh5 Nxe5 dxe5 Qxh5 Qxd3 Rad1 Qxb3 Bxe5 Nxe5 Qxe5 Bd6 Qa1 Qxa3 Qxa3 Bxa3 e5 Bb4 Re2 c6 Rd7 Rfb8 Nc2 Bc5 e6 fxe6 Rxe6 Nf8 Rde7 Nxe6 Rxe6 a4 Ne3 a3 Nf5 a2
marigw,1002,juncinmestrella,1731,-729,black,mate,42,d4 e6 c3 d5 e3 c5 f4 Nc6 dxc5 Bxc5 b4 Be7 a4 a6 a5 Nf6 Na3 Bd7 Nf3 h6 Nh4 Ne4 g4 Bxh4+ Ke2 Nxc3+ Kd2 Nxd1 Kxd1 Nxb4 Nc2 Nxc2 Kxc2 Qc7+ Kd1 Rc8 Bd2 Qc2+ Ke2 Bb5+ Kf3 Qe4#
chess_bros123,1362,mhavgar,2089,-727,black,mate,42,d4 Nf6 Bg5 Ne4 Bf4 c5 f3 Nf6 Bg5 e6 Bxf6 Qxf6 dxc5 Bxc5 c3 Nc6 Nd2 d5 e4 O-O Qc2 d4 Ne2 e5 O-O-O Be6 b3 dxc3 Nxc3 Ba3+ Kb1 Nb4 Nd5 Bxd5 Qc3 Rac8 Qe3 Rc2 exd5 Rb2+ Kc1 Nxa2#
ojuara08,1467,youralterego,2194,-727,black,mate,50,e3 e5 d3 d5 g4 h5 Bh3 Nf6 g5 Bxh3 Nxh3 Nfd7 Rg1 c5 Qf3 Nb6 e4 Nc6 Nc3 d4 Nd5 Nxd5 exd5 Nb4 Kd1 Qxd5 Qxd5 Nxd5 Re1 f6 gxf6 gxf6 f4 Bd6 fxe5 fxe5 Ng5 Rf8 Ne6 Rf2 Nxc5 Rc8 Nxb7 Bb8 h4 Rcxc2 Bf4 Nxf4 Na5 Rfd2#
dharanidharan,1348,tuklaw,2075,-727,black,resign,44,e4 e6 d4 d5 e5 c5 Nf3 Qb6 Be3 Qxb2 Nbd2 cxd4 Bxd4 Qa3 Bb5+ Nc6 Nb3 Bd7 Bxc6 bxc6 O-O c5 Bxc5 Bxc5 Nxc5 Qxc5 Qd3 Ne7 Rfc1 O-O c4 Bc6 cxd5 Qxd5 Qa3 Ng6 Qa6 Rfc8 Rab1 Nf4 Rc4 Nxg2 Rxc6 Rxc6
farzaneh70,1540,aqwert,2266,-726,black,mate,122,d4 d5 c3 Nc6 b3 a6 a3 e6 e3 Nf6 f3 e5 Bd3 e4 fxe4 Nxe4 c4 Qf6 Nf3 Qh4+ Nxh4 Be7 g3 Nf6 c5 O-O Bc2 Bg4 Qd3 g6 Bd2 b6 b4 a5 b5 Nd8 c6 Bh3 Nc3 Ne6 a4 Ng5 O-O-O Rad8 Ne2 Nge4 Be1 Rfe8 Nf4 Bg4 Ne2 g5 Ng2 Bf3 Rg1 Bf8 Kb2 Nd6 Bd2 Nc4+ Ka2 Be4 Qc3 Bb4 Qb3 Nxd2 Rxd2 Bxd2 Bxe4 Nxe4 Ne1 Bb4 Nf3 Re6 Ne5 Rf6 h4 Rf2 Qc2 Rxe2 Qxe2 Nc3+ Ka1 Nxe2 Rf1 Bd6 Nxf7 Nxg3 Nh6+ Kg7 Nf5+ Nxf5 Rxf5 gxh4 Rxd5 Kg6 Kb1 h3 Rxd6+ Rxd6 d5 Rxd5 e4 Re5 Kc2 Rxe4 Kd3 Kf5 Kd2 h2 Kd3 h1=R Kd2 Rh3 Kc2 Rxa4 Kb2 Rg4 Kc2 Rg2+ Kd1 Rh1#
stopmirinbrah,1791,sparklehorse,2516,-725,white,resign,52,e4 c5 Nf3 d6 Bc4 Nf6 Nc3 Nc6 O-O Bg4 d3 Nd4 Be3 Nxf3+ gxf3 Bh5 d4 cxd4 Qxd4 a6 f4 e6 f3 Be7 f5 exf5 exf5 O-O Rad1 Rc8 Bb3 Qa5 Qd3 g6 fxg6 hxg6 Ne2 d5 Ng3 Bc5 Kh1 Bxe3 Qxe3 Qc5 Qg5 Rc6 Rxd5 Nxd5 Bxd5 Rd8 Qxd8+ Kh7
andreastorch,1029,ekko99,1753,-724,black,mate,70,Nh3 e5 f4 exf4 Nxf4 Qh4+ g3 Qf6 Bg2 Ne7 b3 d5 Bb2 Qxb2 Nc3 Qa3 Ncxd5 Nxd5 Nxd5 Be6 Qc1 Qc5 c4 g6 Nxc7+ Qxc7 O-O Bg7 Rb1 Bf5 e4 Qc5+ Kh1 Be6 e5 Nc6 Bxc6+ Qxc6+ Kg1 Rc8 d4 Bh3 d5 Qc5+ Kh1 Bxf1 Qxf1 Bxe5 Rd1 O-O h4 Bxg3 Rd3 Bxh4 Rf3 Rce8 Qh3 Re1+ Kg2 Re2+ Kf1 Rfe8 Qxh4 Re1+ Kg2 R8e2+ Kg3 Qg1+ Kf4 Re4#
lukarpov,1802,marantz3,2524,-722,draw,draw,36,d4 Nf6 c4 e6 Nc3 Bb4 Qc2 O-O Nf3 d5 e3 c5 Bd3 dxc4 Bxc4 cxd4 Nxd4 a6 O-O b5 Bd3 Bb7 Ne4 Nxe4 Bxe4 Bxe4 Qxe4 Qd5 Qxd5 exd5 Rd1 Nd7 Bd2 Bxd2 Rxd2 Nf6
redevening,1372,eightpromotions,2093,-721,white,resign,75,c4 c6 Nc3 d5 cxd5 cxd5 d4 Nf6 Nf3 h6 g3 Nc6 Bg2 Bf5 O-O Qc8 a3 Bh3 b4 Bxg2 Kxg2 a6 a4 Nxb4 Qb3 e6 a5 Qc4 Qa4+ Qc6 Qb3 Ne4 Nxe4 dxe4 Ne5 Qd5 Qa4+ Nc6 Nxc6 Qxc6 Bf4 Qxa4 Rxa4 g5 Be5 Rh7 e3 Bg7 Bxg7 Rxg7 f3 exf3+ Rxf3 f5 e4 Rf7 exf5 exf5 d5 Rd8 Rd4 Kd7 Rb3 Kd6 Rb6+ Ke5 Rd1 Rd6 Re1+ Kd4 Rd1+ Kc5 Rc1+ Kd4 Rxd6
